wateryear,wateryear,flow.m3.s,day,month,season
-2,2001-02,32.28024,104,Jan,winter
-2,2001-02,31.99708,105,Jan,winter
-2,2001-02,35.67816,106,Jan,winter
-2,2001-02,42.19084,107,Jan,winter
-2,2001-02,45.58876,108,Jan,winter
-2,2001-02,43.60664,109,Jan,winter
-2,2001-02,35.67816,110,Jan,winter
-2,2001-02,33.12972,111,Jan,winter
-2,2001-02,33.9792,112,Jan,winter
-2,2001-02,33.9792,113,Jan,winter
-2,2001-02,33.12972,114,Jan,winter
-2,2001-02,31.99708,115,Jan,winter
-2,2001-02,25.116292,116,Jan,winter
-2,2001-02,26.9002,117,Jan,winter
-2,2001-02,26.588724,118,Jan,winter
-2,2001-02,24.096916,119,Jan,winter
-2,2001-02,22.737748,120,Jan,winter
-2,2001-02,21.888268,121,Jan,winter
-2,2001-02,22.171428,122,Jan,winter
-2,2001-02,24.946396,123,Jan,winter
-2,2001-02,27.664732,124,Feb,winter
-2,2001-02,27.353256,125,Feb,winter
-2,2001-02,27.46652,126,Feb,winter
-2,2001-02,27.070096,127,Feb,winter
-2,2001-02,26.1923,128,Feb,winter
-2,2001-02,22.482904,129,Feb,winter
-2,2001-02,22.964276,130,Feb,winter
-2,2001-02,23.247436,131,Feb,winter
-2,2001-02,22.681116,132,Feb,winter
-2,2001-02,22.36964,133,Feb,winter
-2,2001-02,21.605108,134,Feb,winter
-2,2001-02,19.622988,135,Feb,winter
-2,2001-02,19.25488,136,Feb,winter
-2,2001-02,18.518664,137,Feb,winter
-2,2001-02,17.527604,138,Feb,winter
-2,2001-02,17.244444,139,Feb,winter
-2,2001-02,17.216128,140,Feb,winter
-2,2001-02,18.008976,141,Feb,winter
-2,2001-02,18.320452,142,Feb,winter
-2,2001-02,18.008976,143,Feb,winter
-2,2001-02,23.898704,144,Feb,winter
-2,2001-02,30.29812,145,Feb,winter
-2,2001-02,27.777996,146,Feb,winter
-2,2001-02,24.663236,147,Feb,winter
-2,2001-02,21.859952,148,Feb,winter
-2,2001-02,20.472468,149,Feb,winter
-2,2001-02,19.906148,150,Feb,winter
-2,2001-02,22.709432,151,Feb,winter
-2,2001-02,22.341324,152,March,spring
-2,2001-02,21.9449,153,March,spring
-2,2001-02,21.605108,154,March,spring
-2,2001-02,21.350264,155,March,spring
-2,2001-02,25.710928,156,March,spring
-2,2001-02,26.277248,157,March,spring
-2,2001-02,26.871884,158,March,spring
-2,2001-02,29.7318,159,March,spring
-2,2001-02,29.44864,160,March,spring
-2,2001-02,29.7318,161,March,spring
-2,2001-02,31.99708,162,March,spring
-2,2001-02,27.579784,163,March,spring
-2,2001-02,28.59916,164,March,spring
-2,2001-02,27.239992,165,March,spring
-2,2001-02,24.804816,166,March,spring
-2,2001-02,22.171428,167,March,spring
-2,2001-02,19.53804,168,March,spring
-2,2001-02,17.074548,169,March,spring
-2,2001-02,16.026856,170,March,spring
-2,2001-02,22.93596,171,March,spring
-2,2001-02,27.18336,172,March,spring
-2,2001-02,33.69604,173,March,spring
-2,2001-02,33.12972,174,March,spring
-2,2001-02,33.12972,175,March,spring
-2,2001-02,33.41288,176,March,spring
-2,2001-02,30.58128,177,March,spring
-2,2001-02,27.098412,178,March,spring
-2,2001-02,24.833132,179,March,spring
-2,2001-02,24.91808,180,March,spring
-2,2001-02,27.976208,181,March,spring
-2,2001-02,27.777996,182,March,spring
-2,2001-02,28.88232,183,April,spring
-2,2001-02,30.29812,184,April,spring
-2,2001-02,30.01496,185,April,spring
-2,2001-02,30.01496,186,April,spring
-2,2001-02,30.01496,187,April,spring
-2,2001-02,31.43076,188,April,spring
-2,2001-02,31.99708,189,April,spring
-2,2001-02,31.99708,190,April,spring
-2,2001-02,33.69604,191,April,spring
-2,2001-02,35.67816,192,April,spring
-2,2001-02,36.8108,193,April,spring
-2,2001-02,39.35924,194,April,spring
-2,2001-02,43.8898,195,April,spring
-2,2001-02,56.06568,196,April,spring
-2,2001-02,46.15508,197,April,spring
-2,2001-02,48.1372,198,April,spring
-2,2001-02,46.7214,199,April,spring
-2,2001-02,47.57088,200,April,spring
-2,2001-02,50.68564,201,April,spring
-2,2001-02,50.11932,202,April,spring
-2,2001-02,49.553,203,April,spring
-2,2001-02,47.00456,204,April,spring
-2,2001-02,38.79292,205,April,spring
-2,2001-02,30.58128,206,April,spring
-2,2001-02,28.59916,207,April,spring
-2,2001-02,28.202736,208,April,spring
-2,2001-02,26.305564,209,April,spring
-2,2001-02,23.07754,210,April,spring
-2,2001-02,21.152052,211,April,spring
-2,2001-02,19.226564,212,April,spring
-2,2001-02,18.4054,213,May,spring
-2,2001-02,18.575296,214,May,spring
-2,2001-02,21.66174,215,May,spring
-2,2001-02,21.605108,216,May,spring
-2,2001-02,21.576792,217,May,spring
-2,2001-02,20.359204,218,May,spring
-2,2001-02,25.795876,219,May,spring
-2,2001-02,26.701988,220,May,spring
-2,2001-02,26.447144,221,May,spring
-2,2001-02,22.93596,222,May,spring
-2,2001-02,20.189308,223,May,spring
-2,2001-02,17.952344,224,May,spring
-2,2001-02,16.225068,225,May,spring
-2,2001-02,15.5738,226,May,spring
-2,2001-02,15.035796,227,May,spring
-2,2001-02,14.639372,228,May,spring
-2,2001-02,15.177376,229,May,spring
-2,2001-02,15.14906,230,May,spring
-2,2001-02,14.922532,231,May,spring
-2,2001-02,15.234008,232,May,spring
-2,2001-02,15.262324,233,May,spring
-2,2001-02,15.5738,234,May,spring
-2,2001-02,16.111804,235,May,spring
-2,2001-02,21.690056,236,May,spring
-2,2001-02,29.7318,237,May,spring
-2,2001-02,30.01496,238,May,spring
-2,2001-02,29.16548,239,May,spring
-2,2001-02,26.645356,240,May,spring
-2,2001-02,24.323444,241,May,spring
-2,2001-02,19.67962,242,May,spring
-2,2001-02,20.755628,243,May,spring
-2,2001-02,21.52016,244,June,summer
-2,2001-02,21.9449,245,June,summer
-2,2001-02,22.143112,246,June,summer
-2,2001-02,22.51122,247,June,summer
-2,2001-02,30.29812,248,June,summer
-2,2001-02,31.43076,249,June,summer
-2,2001-02,42.75716,250,June,summer
-2,2001-02,46.15508,251,June,summer
-2,2001-02,45.87192,252,June,summer
-2,2001-02,42.474,253,June,summer
-2,2001-02,33.69604,254,June,summer
-2,2001-02,27.155044,255,June,summer
-2,2001-02,20.500784,256,June,summer
-2,2001-02,19.622988,257,June,summer
-2,2001-02,19.311512,258,June,summer
-2,2001-02,19.39646,259,June,summer
-2,2001-02,31.99708,260,June,summer
-2,2001-02,38.50976,261,June,summer
-2,2001-02,38.2266,262,June,summer
-2,2001-02,38.2266,263,June,summer
-2,2001-02,37.94344,264,June,summer
-2,2001-02,37.94344,265,June,summer
-2,2001-02,37.66028,266,June,summer
-2,2001-02,35.67816,267,June,summer
-2,2001-02,30.86444,268,June,summer
-2,2001-02,27.211676,269,June,summer
-2,2001-02,27.296624,270,June,summer
-2,2001-02,27.806312,271,June,summer
-2,2001-02,28.88232,272,June,summer
-2,2001-02,25.994088,273,June,summer
-2,2001-02,22.058164,274,July,summer
-2,2001-02,16.932968,275,July,summer
-2,2001-02,13.16694,276,July,summer
-2,2001-02,10.929976,277,July,summer
-2,2001-02,10.590184,278,July,summer
-2,2001-02,10.250392,279,July,summer
-2,2001-02,10.108812,280,July,summer
-2,2001-02,10.363656,281,July,summer
-2,2001-02,9.938916,282,July,summer
-2,2001-02,9.740704,283,July,summer
-2,2001-02,9.76902,284,July,summer
-2,2001-02,10.561868,285,July,summer
-2,2001-02,10.533552,286,July,summer
-2,2001-02,10.420288,287,July,summer
-2,2001-02,10.391972,288,July,summer
-2,2001-02,10.675132,289,July,summer
-2,2001-02,11.807772,290,July,summer
-2,2001-02,12.628936,291,July,summer
-2,2001-02,12.628936,292,July,summer
-2,2001-02,12.572304,293,July,summer
-2,2001-02,12.487356,294,July,summer
-2,2001-02,12.430724,295,July,summer
-2,2001-02,12.374092,296,July,summer
-2,2001-02,12.345776,297,July,summer
-2,2001-02,11.836088,298,July,summer
-2,2001-02,10.391972,299,July,summer
-2,2001-02,9.938916,300,July,summer
-2,2001-02,9.882284,301,July,summer
-2,2001-02,9.995548,302,July,summer
-2,2001-02,9.825652,303,July,summer
-2,2001-02,9.712388,304,July,summer
-2,2001-02,9.599124,305,Aug,summer
-2,2001-02,9.542492,306,Aug,summer
-2,2001-02,9.48586,307,Aug,summer
-2,2001-02,9.457544,308,Aug,summer
-2,2001-02,9.400912,309,Aug,summer
-2,2001-02,9.06112,310,Aug,summer
-2,2001-02,8.834592,311,Aug,summer
-2,2001-02,8.693012,312,Aug,summer
-2,2001-02,8.551432,313,Aug,summer
-2,2001-02,8.07006,314,Aug,summer
-2,2001-02,8.013428,315,Aug,summer
-2,2001-02,7.871848,316,Aug,summer
-2,2001-02,7.871848,317,Aug,summer
-2,2001-02,7.7869,318,Aug,summer
-2,2001-02,7.7869,319,Aug,summer
-2,2001-02,7.701952,320,Aug,summer
-2,2001-02,7.701952,321,Aug,summer
-2,2001-02,7.701952,322,Aug,summer
-2,2001-02,7.701952,323,Aug,summer
-2,2001-02,7.730268,324,Aug,summer
-2,2001-02,7.64532,325,Aug,summer
-2,2001-02,7.588688,326,Aug,summer
-2,2001-02,7.588688,327,Aug,summer
-2,2001-02,7.50374,328,Aug,summer
-2,2001-02,7.50374,329,Aug,summer
-2,2001-02,7.50374,330,Aug,summer
-2,2001-02,7.50374,331,Aug,summer
-2,2001-02,7.475424,332,Aug,summer
-2,2001-02,7.475424,333,Aug,summer
-2,2001-02,7.418792,334,Aug,summer
-2,2001-02,7.390476,335,Aug,summer
-2,2001-02,7.305528,336,Sept,fall
-2,2001-02,7.418792,337,Sept,fall
-2,2001-02,8.013428,338,Sept,fall
-2,2001-02,7.390476,339,Sept,fall
-2,2001-02,7.305528,340,Sept,fall
-2,2001-02,7.277212,341,Sept,fall
-2,2001-02,7.163948,342,Sept,fall
-2,2001-02,7.135632,343,Sept,fall
-2,2001-02,7.135632,344,Sept,fall
-2,2001-02,7.135632,345,Sept,fall
-2,2001-02,7.560372,346,Sept,fall
-2,2001-02,8.35322,347,Sept,fall
-2,2001-02,8.4948,348,Sept,fall
-2,2001-02,8.693012,349,Sept,fall
-2,2001-02,8.693012,350,Sept,fall
-2,2001-02,8.77796,351,Sept,fall
-2,2001-02,8.947856,352,Sept,fall
-2,2001-02,8.891224,353,Sept,fall
-2,2001-02,8.806276,354,Sept,fall
-2,2001-02,8.77796,355,Sept,fall
-2,2001-02,8.749644,356,Sept,fall
-2,2001-02,8.693012,357,Sept,fall
-2,2001-02,8.693012,358,Sept,fall
-2,2001-02,8.693012,359,Sept,fall
-2,2001-02,9.48586,360,Sept,fall
-2,2001-02,9.48586,361,Sept,fall
-2,2001-02,9.48586,362,Sept,fall
-2,2001-02,9.48586,363,Sept,fall
-2,2001-02,9.76902,364,Sept,fall
-2,2001-02,9.825652,365,Sept,fall
0,2002-03,9.9106,1,Oct,fall
0,2002-03,10.307024,2,Oct,fall
0,2002-03,11.637876,3,Oct,fall
0,2002-03,12.402408,4,Oct,fall
0,2002-03,12.713884,5,Oct,fall
0,2002-03,12.260828,6,Oct,fall
0,2002-03,12.430724,7,Oct,fall
0,2002-03,13.535048,8,Oct,fall
0,2002-03,14.72432,9,Oct,fall
0,2002-03,15.00748,10,Oct,fall
0,2002-03,15.092428,11,Oct,fall
0,2002-03,15.035796,12,Oct,fall
0,2002-03,15.035796,13,Oct,fall
0,2002-03,14.950848,14,Oct,fall
0,2002-03,13.959788,15,Oct,fall
0,2002-03,13.138624,16,Oct,fall
0,2002-03,12.60062,17,Oct,fall
0,2002-03,12.45904,18,Oct,fall
0,2002-03,12.374092,19,Oct,fall
0,2002-03,12.374092,20,Oct,fall
0,2002-03,12.17588,21,Oct,fall
0,2002-03,11.60956,22,Oct,fall
0,2002-03,11.496296,23,Oct,fall
0,2002-03,11.3264,24,Oct,fall
0,2002-03,11.298084,25,Oct,fall
0,2002-03,11.18482,26,Oct,fall
0,2002-03,11.04324,27,Oct,fall
0,2002-03,11.156504,28,Oct,fall
0,2002-03,10.873344,29,Oct,fall
0,2002-03,10.080496,30,Oct,fall
0,2002-03,9.938916,31,Oct,fall
0,2002-03,9.853968,32,Nov,fall
0,2002-03,9.684072,33,Nov,fall
0,2002-03,9.542492,34,Nov,fall
0,2002-03,9.400912,35,Nov,fall
0,2002-03,9.882284,36,Nov,fall
0,2002-03,9.938916,37,Nov,fall
0,2002-03,9.938916,38,Nov,fall
0,2002-03,10.137128,39,Nov,fall
0,2002-03,11.071556,40,Nov,fall
0,2002-03,11.383032,41,Nov,fall
0,2002-03,10.986608,42,Nov,fall
0,2002-03,11.60956,43,Nov,fall
0,2002-03,10.533552,44,Nov,fall
0,2002-03,9.315964,45,Nov,fall
0,2002-03,8.891224,46,Nov,fall
0,2002-03,8.296588,47,Nov,fall
0,2002-03,8.21164,48,Nov,fall
0,2002-03,8.155008,49,Nov,fall
0,2002-03,10.448604,50,Nov,fall
0,2002-03,10.448604,51,Nov,fall
0,2002-03,11.298084,52,Nov,fall
0,2002-03,11.071556,53,Nov,fall
0,2002-03,11.3264,54,Nov,fall
0,2002-03,11.099872,55,Nov,fall
0,2002-03,10.929976,56,Nov,fall
0,2002-03,10.788396,57,Nov,fall
0,2002-03,10.958292,58,Nov,fall
0,2002-03,11.552928,59,Nov,fall
0,2002-03,11.496296,60,Nov,fall
0,2002-03,11.411348,61,Nov,fall
0,2002-03,11.298084,62,Dec,winter
0,2002-03,11.3264,63,Dec,winter
0,2002-03,11.213136,64,Dec,winter
0,2002-03,11.241452,65,Dec,winter
0,2002-03,10.675132,66,Dec,winter
0,2002-03,9.825652,67,Dec,winter
0,2002-03,9.825652,68,Dec,winter
0,2002-03,9.825652,69,Dec,winter
0,2002-03,9.2027,70,Dec,winter
0,2002-03,8.296588,71,Dec,winter
0,2002-03,9.372596,72,Dec,winter
0,2002-03,9.62744,73,Dec,winter
0,2002-03,10.533552,74,Dec,winter
0,2002-03,9.797336,75,Dec,winter
0,2002-03,9.797336,76,Dec,winter
0,2002-03,11.439664,77,Dec,winter
0,2002-03,9.9106,78,Dec,winter
0,2002-03,8.891224,79,Dec,winter
0,2002-03,9.400912,80,Dec,winter
0,2002-03,9.9106,81,Dec,winter
0,2002-03,9.995548,82,Dec,winter
0,2002-03,9.853968,83,Dec,winter
0,2002-03,9.712388,84,Dec,winter
0,2002-03,10.137128,85,Dec,winter
0,2002-03,10.929976,86,Dec,winter
0,2002-03,11.156504,87,Dec,winter
0,2002-03,11.241452,88,Dec,winter
0,2002-03,11.014924,89,Dec,winter
0,2002-03,10.90166,90,Dec,winter
0,2002-03,11.411348,91,Dec,winter
0,2002-03,13.251888,92,Dec,winter
0,2002-03,17.725816,93,Jan,winter
0,2002-03,19.339828,94,Jan,winter
0,2002-03,14.271264,95,Jan,winter
0,2002-03,10.76008,96,Jan,winter
0,2002-03,11.213136,97,Jan,winter
0,2002-03,9.372596,98,Jan,winter
0,2002-03,8.693012,99,Jan,winter
0,2002-03,9.089436,100,Jan,winter
0,2002-03,9.76902,101,Jan,winter
0,2002-03,10.448604,102,Jan,winter
0,2002-03,10.816712,103,Jan,winter
0,2002-03,12.119248,104,Jan,winter
0,2002-03,11.496296,105,Jan,winter
0,2002-03,11.779456,106,Jan,winter
0,2002-03,11.014924,107,Jan,winter
0,2002-03,10.703448,108,Jan,winter
0,2002-03,10.448604,109,Jan,winter
0,2002-03,10.278708,110,Jan,winter
0,2002-03,10.080496,111,Jan,winter
0,2002-03,10.731764,112,Jan,winter
0,2002-03,11.89272,113,Jan,winter
0,2002-03,14.44116,114,Jan,winter
0,2002-03,14.979164,115,Jan,winter
0,2002-03,13.846524,116,Jan,winter
0,2002-03,13.676628,117,Jan,winter
0,2002-03,23.162488,118,Jan,winter
0,2002-03,22.313008,119,Jan,winter
0,2002-03,19.8212,120,Jan,winter
0,2002-03,19.000036,121,Jan,winter
0,2002-03,21.491844,122,Jan,winter
0,2002-03,33.41288,123,Jan,winter
0,2002-03,26.815252,124,Feb,winter
0,2002-03,31.99708,125,Feb,winter
0,2002-03,33.41288,126,Feb,winter
0,2002-03,37.09396,127,Feb,winter
0,2002-03,35.11184,128,Feb,winter
0,2002-03,33.41288,129,Feb,winter
0,2002-03,27.013464,130,Feb,winter
0,2002-03,23.64386,131,Feb,winter
0,2002-03,20.698996,132,Feb,winter
0,2002-03,19.67962,133,Feb,winter
0,2002-03,17.27276,134,Feb,winter
0,2002-03,15.092428,135,Feb,winter
0,2002-03,13.73326,136,Feb,winter
0,2002-03,11.921036,137,Feb,winter
0,2002-03,10.590184,138,Feb,winter
0,2002-03,10.023864,139,Feb,winter
0,2002-03,9.967232,140,Feb,winter
0,2002-03,9.76902,141,Feb,winter
0,2002-03,9.599124,142,Feb,winter
0,2002-03,11.014924,143,Feb,winter
0,2002-03,16.310016,144,Feb,winter
0,2002-03,20.897208,145,Feb,winter
0,2002-03,19.141616,146,Feb,winter
0,2002-03,22.822696,147,Feb,winter
0,2002-03,25.172924,148,Feb,winter
0,2002-03,27.976208,149,Feb,winter
0,2002-03,27.579784,150,Feb,winter
0,2002-03,24.663236,151,Feb,winter
0,2002-03,20.5291,152,March,spring
0,2002-03,17.55592,153,March,spring
0,2002-03,16.649808,154,March,spring
0,2002-03,14.950848,155,March,spring
0,2002-03,15.658748,156,March,spring
0,2002-03,17.102864,157,March,spring
0,2002-03,18.490348,158,March,spring
0,2002-03,22.6528,159,March,spring
0,2002-03,28.316,160,March,spring
0,2002-03,31.71392,161,March,spring
0,2002-03,35.96132,162,March,spring
0,2002-03,46.15508,163,March,spring
0,2002-03,38.79292,164,March,spring
0,2002-03,30.01496,165,March,spring
0,2002-03,30.86444,166,March,spring
0,2002-03,32.28024,167,March,spring
0,2002-03,34.54552,168,March,spring
0,2002-03,40.20872,169,March,spring
0,2002-03,37.94344,170,March,spring
0,2002-03,35.96132,171,March,spring
0,2002-03,31.99708,172,March,spring
0,2002-03,28.59916,173,March,spring
0,2002-03,22.51122,174,March,spring
0,2002-03,21.888268,175,March,spring
0,2002-03,34.26236,176,March,spring
0,2002-03,38.79292,177,March,spring
0,2002-03,38.2266,178,March,spring
0,2002-03,37.94344,179,March,spring
0,2002-03,37.37712,180,March,spring
0,2002-03,37.37712,181,March,spring
0,2002-03,40.20872,182,March,spring
0,2002-03,37.09396,183,April,spring
0,2002-03,30.01496,184,April,spring
0,2002-03,35.395,185,April,spring
0,2002-03,41.0582,186,April,spring
0,2002-03,40.77504,187,April,spring
0,2002-03,41.62452,188,April,spring
0,2002-03,41.90768,189,April,spring
0,2002-03,39.92556,190,April,spring
0,2002-03,35.96132,191,April,spring
0,2002-03,32.28024,192,April,spring
0,2002-03,31.43076,193,April,spring
0,2002-03,31.1476,194,April,spring
0,2002-03,32.5634,195,April,spring
0,2002-03,28.59916,196,April,spring
0,2002-03,27.523152,197,April,spring
0,2002-03,27.126728,198,April,spring
0,2002-03,27.013464,199,April,spring
0,2002-03,23.842072,200,April,spring
0,2002-03,20.302572,201,April,spring
0,2002-03,17.55592,202,April,spring
0,2002-03,17.27276,203,April,spring
0,2002-03,15.828644,204,April,spring
0,2002-03,14.186316,205,April,spring
0,2002-03,15.234008,206,April,spring
0,2002-03,13.59168,207,April,spring
0,2002-03,13.110308,208,April,spring
0,2002-03,12.770516,209,April,spring
0,2002-03,12.402408,210,April,spring
0,2002-03,12.232512,211,April,spring
0,2002-03,11.89272,212,April,spring
0,2002-03,11.89272,213,May,spring
0,2002-03,12.628936,214,May,spring
0,2002-03,12.628936,215,May,spring
0,2002-03,12.685568,216,May,spring
0,2002-03,13.223572,217,May,spring
0,2002-03,13.393468,218,May,spring
0,2002-03,12.713884,219,May,spring
0,2002-03,12.31746,220,May,spring
0,2002-03,11.014924,221,May,spring
0,2002-03,10.788396,222,May,spring
0,2002-03,10.646816,223,May,spring
0,2002-03,10.561868,224,May,spring
0,2002-03,12.7422,225,May,spring
0,2002-03,12.912096,226,May,spring
0,2002-03,12.968728,227,May,spring
0,2002-03,11.552928,228,May,spring
0,2002-03,10.703448,229,May,spring
0,2002-03,10.420288,230,May,spring
0,2002-03,11.46798,231,May,spring
0,2002-03,11.694508,232,May,spring
0,2002-03,11.581244,233,May,spring
0,2002-03,11.269768,234,May,spring
0,2002-03,11.04324,235,May,spring
0,2002-03,10.958292,236,May,spring
0,2002-03,11.071556,237,May,spring
0,2002-03,10.845028,238,May,spring
0,2002-03,10.731764,239,May,spring
0,2002-03,10.788396,240,May,spring
0,2002-03,11.354716,241,May,spring
0,2002-03,12.374092,242,May,spring
0,2002-03,12.45904,243,May,spring
0,2002-03,12.374092,244,June,summer
0,2002-03,12.345776,245,June,summer
0,2002-03,12.289144,246,June,summer
0,2002-03,12.147564,247,June,summer
0,2002-03,12.119248,248,June,summer
0,2002-03,12.0343,249,June,summer
0,2002-03,11.921036,250,June,summer
0,2002-03,11.89272,251,June,summer
0,2002-03,11.836088,252,June,summer
0,2002-03,12.005984,253,June,summer
0,2002-03,12.374092,254,June,summer
0,2002-03,13.931472,255,June,summer
0,2002-03,12.345776,256,June,summer
0,2002-03,11.071556,257,June,summer
0,2002-03,9.429228,258,June,summer
0,2002-03,9.06112,259,June,summer
0,2002-03,8.579748,260,June,summer
0,2002-03,8.4948,261,June,summer
0,2002-03,8.608064,262,June,summer
0,2002-03,8.862908,263,June,summer
0,2002-03,9.9106,264,June,summer
0,2002-03,9.48586,265,June,summer
0,2002-03,9.032804,266,June,summer
0,2002-03,8.721328,267,June,summer
0,2002-03,8.63638,268,June,summer
0,2002-03,11.354716,269,June,summer
0,2002-03,12.997044,270,June,summer
0,2002-03,14.526108,271,June,summer
0,2002-03,13.563364,272,June,summer
0,2002-03,13.648312,273,June,summer
0,2002-03,14.554424,274,July,summer
0,2002-03,14.44116,275,July,summer
0,2002-03,14.384528,276,July,summer
0,2002-03,14.356212,277,July,summer
0,2002-03,14.29958,278,July,summer
0,2002-03,14.271264,279,July,summer
0,2002-03,14.242948,280,July,summer
0,2002-03,13.30852,281,July,summer
0,2002-03,8.976172,282,July,summer
0,2002-03,7.92848,283,July,summer
0,2002-03,7.871848,284,July,summer
0,2002-03,9.570808,285,July,summer
0,2002-03,11.552928,286,July,summer
0,2002-03,11.552928,287,July,summer
0,2002-03,11.439664,288,July,summer
0,2002-03,11.411348,289,July,summer
0,2002-03,11.298084,290,July,summer
0,2002-03,10.986608,291,July,summer
0,2002-03,9.032804,292,July,summer
0,2002-03,8.891224,293,July,summer
0,2002-03,8.891224,294,July,summer
0,2002-03,8.834592,295,July,summer
0,2002-03,8.466484,296,July,summer
0,2002-03,8.409852,297,July,summer
0,2002-03,8.35322,298,July,summer
0,2002-03,8.296588,299,July,summer
0,2002-03,8.296588,300,July,summer
0,2002-03,8.296588,301,July,summer
0,2002-03,8.523116,302,July,summer
0,2002-03,8.466484,303,July,summer
0,2002-03,8.409852,304,July,summer
0,2002-03,8.409852,305,Aug,summer
0,2002-03,8.268272,306,Aug,summer
0,2002-03,8.296588,307,Aug,summer
0,2002-03,8.268272,308,Aug,summer
0,2002-03,8.551432,309,Aug,summer
0,2002-03,8.4948,310,Aug,summer
0,2002-03,8.466484,311,Aug,summer
